source,title,company,location,country,remote_type,url,primary_track,fit_score,matched_skills,missing_skills,salary_min,salary_max,currency,seniority_estimate,link_status,link_status_code
arbeitnow,Softwareentwickler Testsysteme (m/w/d) für Funkkommunikationssysteme,citema systems GmbH,Berlin,,,https://www.arbeitnow.com/jobs/companies/citema-systems-gmbh/softwareentwickler-testsysteme-fur-funkkommunikationssysteme-berlin-332701,platform_engineering,16.7,Git,Security; CI/CD,,,,senior,accessible,200
arbeitnow,Platform Engineer - Identity & Access Management (Azure/Entra ID),Muxon,Hamburg,,,https://www.arbeitnow.com/jobs/companies/muxon/platform-engineer-identity-access-management-azure-entra-id-hamburg-375002,cloud_security,14.3,Git,Security; Observability,,,,lead,accessible,200
adzuna,A.I. Engineer (LLM/ RAG/ AI/ML with Security Clearance,Kforce Federal Solutions,"Fort George G Meade, Anne Arundel County",us,,https://www.adzuna.com/land/ad/5762185252?se=7P_DmLts8RGJe8gKxAvXaw&utm_medium=api&utm_source=76293b30&v=50292AE278BBC51D17A27DF49F43D80D09F19CDB,ai_engineering,12.5,TypeScript,LLM; RAG; Data Engineering; Security; AI,118727.09,118727.09,,senior,unknown,403
remotive,Senior Independent AI Engineer / Architect,A.Team,"Americas, Europe, Israel",,remote,https://remotive.com/remote-jobs/software-development/senior-independent-ai-engineer-architect-1919266,ai_engineering,0.0,,LLM; AI,,,USD,senior,accessible,200
remotive,Senior Independent Software Developer,A.Team,"Americas, Europe, Israel",,remote,https://remotive.com/remote-jobs/software-development/senior-independent-software-developer-1919265,backend_cloud,0.0,,,,,USD,senior,accessible,200
remotive,Head of Engineering,Lemon.io,"LATAM, Europe, Central America",,remote,https://remotive.com/remote-jobs/software-development/head-of-engineering-2090983,backend_cloud,0.0,,AI,,,,lead,accessible,200
remotive,Customer Operations & Writing Specialist,"Clerky, Inc.",Worldwide,,remote,https://remotive.com/remote-jobs/customer-service/customer-operations-writing-specialist-2090942,backend_cloud,0.0,,AI,,,USD,unknown,accessible,200
adzuna,API & Integration Engineer,Synapri,"London, UK",gb,,https://www.adzuna.co.uk/jobs/land/ad/5764585971?se=oAfkj7ts8RGMh_173Qd3yQ&utm_medium=api&utm_source=76293b30&v=D6749B709E0EE304D549429B8DAE919142C02731,backend_cloud,0.0,,,45000.0,50000.0,,unknown,unknown,403
adzuna,Senior Software Engineer - APIs & Integration (Azure & Kafka),SR2 REC LTD,"London, UK",gb,,https://www.adzuna.co.uk/jobs/details/5758623380?utm_medium=api&utm_source=76293b30,backend_cloud,0.0,,Kafka,130000.0,136500.0,,senior,accessible,200
adzuna,Platform Engineer,Experis,"Cheltenham, Gloucestershire",gb,,https://www.adzuna.co.uk/jobs/land/ad/5749270484?se=TrFUkLts8RGrKszqFbIEfQ&utm_medium=api&utm_source=76293b30&v=6C769A62692EB1E7D701E25EE1F2CE5868E80609,platform_engineering,0.0,,Security; AI,135200.0,145600.0,,unknown,unknown,403
adzuna,Platform Engineer,HAYS Specialist Recruitment,"Belfast, Northern Ireland",gb,,https://www.adzuna.co.uk/jobs/land/ad/5752230291?se=TrFUkLts8RGrKszqFbIEfQ&utm_medium=api&utm_source=76293b30&v=703CFE2E233DB0C8ED94C1336ABA93BF54AB4540,platform_engineering,0.0,,,55000.0,55000.0,,lead,unknown,403
adzuna,Site Reliability Engineer,Intapp,"Belfast, Northern Ireland",gb,,https://www.adzuna.co.uk/jobs/land/ad/5767828540?se=3EW-kLts8RGl0MKcaJBBpg&utm_medium=api&utm_source=76293b30&v=D434C37430951B911EB7802828B0881F4533BF8A,platform_engineering,0.0,,AI,57397.56,57397.56,,unknown,unknown,403
adzuna,Senior Site Reliability Engineer,IO Associates,"Bristol, South West England",gb,,https://www.adzuna.co.uk/jobs/land/ad/5770119589?se=3EW-kLts8RGl0MKcaJBBpg&utm_medium=api&utm_source=76293b30&v=DE58BF067080F25A97318A3C06D58CC7DDDB008B,platform_engineering,0.0,,Security,90000.0,90000.0,,senior,unknown,403
adzuna,Google Cloud Security Engineer,IO Associates,"Bristol, South West England",gb,,https://www.adzuna.co.uk/jobs/land/ad/5769893257?se=snckkbts8RGl0MKcaJBBpg&utm_medium=api&utm_source=76293b30&v=F7C378F42D22B234FBB9CE3C151B5AAE01C74F05,cloud_security,0.0,,Security,90000.0,90000.0,,unknown,unknown,403
adzuna,Cloud Security Engineer,Ocho,"Belfast, Northern Ireland",gb,,https://www.adzuna.co.uk/jobs/land/ad/5737819074?se=snckkbts8RGl0MKcaJBBpg&utm_medium=api&utm_source=76293b30&v=39057F059FDD04CECAAC94638CDD90342E0BB0F9,cloud_security,0.0,,Security,75000.0,75000.0,,lead,unknown,403
adzuna,DevSecOps Engineer,Richmond Square Consulting Limited,"Hereford, Herefordshire",gb,,https://www.adzuna.co.uk/jobs/land/ad/5770531908?se=TsDukbts8RGrKszqFbIEfQ&utm_medium=api&utm_source=76293b30&v=5BBF203111E02F16D05C6FF7679FC571A132BA89,cloud_security,0.0,,DevSecOps; Security,100000.0,100000.0,,lead,unknown,403
adzuna,DevSecOps Engineer,MCS Group,"Belfast, Northern Ireland",gb,,https://www.adzuna.co.uk/jobs/land/ad/5736502601?se=TsDukbts8RGrKszqFbIEfQ&utm_medium=api&utm_source=76293b30&v=29BA4F9EAF786A005C77E4450CF45C417AD681BB,cloud_security,0.0,,DevSecOps; Security,80000.0,80000.0,,unknown,unknown,403
adzuna,LLM / GenAI Engineer,Hays Specialist Recruitment Limited,"Manchester, Greater Manchester",gb,,https://www.adzuna.co.uk/jobs/land/ad/5751935863?se=LgRhkrts8RGrKszqFbIEfQ&utm_medium=api&utm_source=76293b30&v=06E934C830D301701542CC2B1B11AAEB260D12DB,ai_engineering,0.0,,LLM; AI,156000.0,169000.0,,lead,unknown,403
adzuna,LLM Engineer,Ultralytics,"London, UK",gb,,https://www.adzuna.co.uk/jobs/details/5761412988?utm_medium=api&utm_source=76293b30,ai_engineering,0.0,,LLM; AI,82542.91,82542.91,,unknown,accessible,200
adzuna,Senior AI Engineer (Gen AI & RAG),The Portfolio Group,"London, UK",gb,,https://www.adzuna.co.uk/jobs/land/ad/5742299145?se=SFLQkrts8RGrKszqFbIEfQ&utm_medium=api&utm_source=76293b30&v=FD62546805CA5DF4006C61319CB1ED44F6DDEBE1,ai_engineering,0.0,,RAG; AI,75000.0,85000.0,,senior,unknown,403
adzuna,GenAI Engineer,Randstad Technologies,"London, UK",gb,,https://www.adzuna.co.uk/jobs/land/ad/5760598535?se=Fpg5k7ts8RGMh_173Qd3yQ&utm_medium=api&utm_source=76293b30&v=DE7F9F590C822BD60A50343AAFE981178CD5646C,ai_engineering,0.0,,AI,60000.0,70000.0,,lead,unknown,403
adzuna,Senior API / Integration Engineer,DP Professionals Inc,"Pineridge, Lexington County",us,,https://www.adzuna.com/land/ad/5742773281?se=_iGJlbts8RGMh_173Qd3yQ&utm_medium=api&utm_source=76293b30&v=4B19B5DF8603FF689B134EC8EC8D90E819613C91,backend_cloud,0.0,,Security,108696.55,108696.55,,senior,unknown,403
adzuna,API & Integration Engineer (Platform Enablement SME),Randstad Digital,"Irving, Dallas",us,,https://www.adzuna.com/land/ad/5751466615?se=_iGJlbts8RGMh_173Qd3yQ&utm_medium=api&utm_source=76293b30&v=7E33C600F5137206146F986889A1AF6E5874406A,backend_cloud,0.0,,,110154.91,110154.91,,unknown,unknown,403
adzuna,Platform Engineer,"BOOZ, ALLEN & HAMILTON, INC.","McLean, Pierce County",us,,https://www.adzuna.com/land/ad/5769759678?se=AKEMlrts8RGl0MKcaJBBpg&utm_medium=api&utm_source=76293b30&v=3BD444EB23C854D6CB7CDB73C70B0F4C683BD936,platform_engineering,0.0,,,113658.33,113658.33,,senior,unknown,403
adzuna,Platform Engineer Principal,Walt Disney Imagineering,"Glendale, Los Angeles County",us,,https://www.adzuna.com/land/ad/5767286700?se=AKEMlrts8RGl0MKcaJBBpg&utm_medium=api&utm_source=76293b30&v=7AA6E0A0B5D39548F5993D88DCE4E399254513AE,platform_engineering,0.0,,,148769.64,148769.64,,principal,unknown,403
adzuna,Site Reliability Engineer & Sr. Site Reliability Engineer with Security Clearance,"Mile Two, LLC","Dayton, Montgomery County",us,,https://www.adzuna.com/land/ad/5750716004?se=-MiClrts8RGl0MKcaJBBpg&utm_medium=api&utm_source=76293b30&v=D7237AE5CF6E878B7D3C5F2A9BA2CBC2E25B3ECB,platform_engineering,0.0,,Security,174570.61,174570.61,,senior,unknown,403
adzuna,Site Reliability Engineer,"Datum Software, Inc.","Alpharetta, Fulton County",us,,https://www.adzuna.com/land/ad/5751189194?se=-MiClrts8RGl0MKcaJBBpg&utm_medium=api&utm_source=76293b30&v=4846793BAD1A3AB3341787A1C40A0074E5F0B4D9,platform_engineering,0.0,,,147387.83,147387.83,,unknown,unknown,403
adzuna,Cloud Security Engineer,Vbeyond Corporation,"Phoenix, Maricopa County",us,,https://www.adzuna.com/land/ad/5748561953?se=yoj6lrts8RGl0MKcaJBBpg&utm_medium=api&utm_source=76293b30&v=DB2721BE224CA5FB3592D3E1EDE50F39E3969B69,cloud_security,0.0,,Security,149266.19,149266.19,,unknown,unknown,403
adzuna,Senior DevSecOps Engineer,Jobot,"Minneapolis, Hennepin County",us,,https://www.adzuna.com/land/ad/5760014871?se=_vjSl7ts8RGrKszqFbIEfQ&utm_medium=api&utm_source=76293b30&v=422B37565C57613706842CCF7E10D057207FBB5B,cloud_security,0.0,,DevSecOps; AI,140706.33,140706.33,,senior,unknown,403
adzuna,DevSecOps Engineer (Azure/AI),"Zaden Technologies, Inc.","Huntsville, Madison County",us,,https://www.adzuna.com/land/ad/5768904652?se=_vjSl7ts8RGrKszqFbIEfQ&utm_medium=api&utm_source=76293b30&v=CBF76430E907AE39F429F7EEDFB1C6684F696B24,cloud_security,0.0,,DevSecOps; AI,104956.8,104956.8,,unknown,unknown,403
adzuna,AI/LLM Engineers,"Pyramid Consulting, Inc.","Glendale, Denver",us,,https://www.adzuna.com/land/ad/5752145178?se=8rFNmLts8RGMh_173Qd3yQ&utm_medium=api&utm_source=76293b30&v=3F4CCC9B71BA7AB7CDAEF0660002CFBD6C616C0E,ai_engineering,0.0,,LLM; AI,137032.11,137032.11,,unknown,unknown,403
adzuna,Senior AI/ML Engineer AI Platform & RAG Systems,Unisoft Technology Inc,"East Case, Baltimore",us,,https://www.adzuna.com/land/ad/5757456539?se=7P_DmLts8RGJe8gKxAvXaw&utm_medium=api&utm_source=76293b30&v=7506C3E7ABCCE6641E7F4DB5E7AE57EE8D9060C1,data_engineering,0.0,,Data Engineering; RAG; AI,218135.45,218135.45,,senior,unknown,403
adzuna,GenAI Engineer,Apex Systems,"Charlotte, Mecklenburg County",us,,https://www.adzuna.com/land/ad/5713967305?se=Kh8vmbts8RGJe8gKxAvXaw&utm_medium=api&utm_source=76293b30&v=78A1855784899EDBAB47FEA00E9AB1C162839CB7,ai_engineering,0.0,,LLM; RAG; AI,118766.38,118766.38,,lead,unknown,403
adzuna,GenAI Engineer,Raas Infotek LLC,"West Trenton, Mercer County",us,,https://www.adzuna.com/land/ad/5768231179?se=Kh8vmbts8RGJe8gKxAvXaw&utm_medium=api&utm_source=76293b30&v=348A0276FCA7E0840DBED5BD58E0D670A23FC38A,ai_engineering,0.0,,AI,145515.33,145515.33,,senior,unknown,403
adzuna,Senior Backend Engineer (Full-Stack Integration) – Sustainable Tech Unicorn,Actual Talent,Madrid,es,,https://www.adzuna.es/details/5717267895?utm_medium=api&utm_source=76293b30,backend_cloud,0.0,,,,,,senior,accessible,200
adzuna,Site Reliability Engineer,ADP,Barcelona,es,,https://www.adzuna.es/details/5754050021?utm_medium=api&utm_source=76293b30,platform_engineering,0.0,,,,,,lead,accessible,200
adzuna,Cloud Security Engineer,Glovo,Barcelona,es,,https://www.adzuna.es/details/5765453895?utm_medium=api&utm_source=76293b30,cloud_security,0.0,,Security,,,,unknown,accessible,200
adzuna,Cloud Security Engineer,WebBeds,Madrid,es,,https://www.adzuna.es/details/5660680585?utm_medium=api&utm_source=76293b30,cloud_security,0.0,,Security,,,,unknown,accessible,200
adzuna,DevSecOps Engineer,G MASS,Madrid,es,,https://www.adzuna.es/details/5610573691?utm_medium=api&utm_source=76293b30,cloud_security,0.0,,DevSecOps; Security; CI/CD,,,,unknown,accessible,200
adzuna,DevSecOps Engineer,"Hola Consultores, SL",Barcelona,es,,https://www.adzuna.es/details/5596192961?utm_medium=api&utm_source=76293b30,cloud_security,0.0,,DevSecOps,,,,unknown,accessible,200
adzuna,LLM Engineer,ITCL Centro Tecnológico,España,es,,https://www.adzuna.es/land/ad/5628048597?se=RAzsnbts8RGMh_173Qd3yQ&utm_medium=api&utm_source=76293b30&v=5EFA615EC83556FD66EE45A852DE4ADA76828EA4,ai_engineering,0.0,,LLM,,,,unknown,unknown,403
adzuna,Llm Engineer,European Recruitment,Madrid,es,,https://www.adzuna.es/details/5768455686?utm_medium=api&utm_source=76293b30,ai_engineering,0.0,,LLM; AI,,,,lead,accessible,200
adzuna,"Agentic AI Engineer: LLMs, RAG & Adaptive Learning","Chegg, Inc.","Madrid, Comunidad de Madrid",es,,https://www.adzuna.es/details/5768356542?utm_medium=api&utm_source=76293b30,ai_engineering,0.0,,LLM; RAG; AI,70000.0,90000.0,,unknown,accessible,200
adzuna,GenAI Engineer,Board International,Madrid,es,,https://www.adzuna.es/details/5748129839?utm_medium=api&utm_source=76293b30,ai_engineering,0.0,,AI,,,,unknown,accessible,200
adzuna,Senior GenAI Engineer- Remoto,SlashMobility,"Madrid, Comunidad de Madrid",es,,https://www.adzuna.es/details/5339783735?utm_medium=api&utm_source=76293b30,ai_engineering,0.0,,,,,,senior,accessible,200
adzuna,Full Stack Software Engineer - Billing Team,ClickHouse,Deutschland,de,,https://www.adzuna.de/details/5472840487?utm_medium=api&utm_source=76293b30,backend_cloud,0.0,,Observability; AI,,,,lead,accessible,200
adzuna,API Engineer / Integration Engineer (m/w/d),VESTIGAS,"Sendling, München",de,,https://www.adzuna.de/details/5727338002?utm_medium=api&utm_source=76293b30,backend_cloud,0.0,,,,,,unknown,accessible,200
adzuna,API Engineer / Integration Engineer (m/w/d) - VESTIGAS GmbH,VESTIGAS GmbH,"München, München (Kreis)",de,,https://www.adzuna.de/details/5763654296?utm_medium=api&utm_source=76293b30,backend_cloud,0.0,,,,,,unknown,accessible,200
adzuna,Platform Engineer Azure,HDI AG,"Hannover, Region Hannover (Kreis)",de,,https://www.adzuna.de/land/ad/5736525164?se=8qcrobts8RGrKszqFbIEfQ&utm_medium=api&utm_source=76293b30&v=998A2B69E474E3F406FD5F9B055332D2031D44A5,platform_engineering,0.0,,,,,,unknown,unknown,403
adzuna,Infrastructure/Platform Engineer (m/w/d),BWI GmbH,"Bonn, Nordrhein-Westfalen",de,,https://www.adzuna.de/land/ad/5735247326?se=8qcrobts8RGrKszqFbIEfQ&utm_medium=api&utm_source=76293b30&v=096F346E548B0CB1D42164AB6CD5B25432AB0AC9,platform_engineering,0.0,,,,,,unknown,unknown,403
adzuna,Site Reliability Engineer (m/w/d) Schwerpunkt Observability & Security,Münchener Verein Versicherungsgruppe,"München, München (Kreis)",de,,https://www.adzuna.de/land/ad/5769484004?se=WFKOobts8RGl0MKcaJBBpg&utm_medium=api&utm_source=76293b30&v=19C39421C9FE764ECDC9C05D9E27AD750F8034BB,platform_engineering,0.0,,Security; Observability,,,,unknown,unknown,403
adzuna,Site Reliability Engineer,MLabs,Deutschland,de,,https://www.adzuna.de/details/5753061320?utm_medium=api&utm_source=76293b30,platform_engineering,0.0,,,,,,unknown,accessible,200
adzuna,"Senior Microsoft Security & Compliance Engineer (m/w/d) Microsoft 365, Azure, Purview & Copilot",Deutsche Leasing AG,Deutschland,de,,https://www.adzuna.de/land/ad/5746388796?se=OGX1obts8RGMh_173Qd3yQ&utm_medium=api&utm_source=76293b30&v=75F808765538FE0C2056B858B4CA081F4289841A,cloud_security,0.0,,Security,,,,senior,unknown,403
adzuna,Senior Cloud Security Engineer,N26,"Berlin, Deutschland",de,,https://www.adzuna.de/details/5752460066?utm_medium=api&utm_source=76293b30,cloud_security,0.0,,Security,,,,senior,accessible,200
adzuna,IM DevSecOps Engineer (w/m/d),HENSOLDT,"Ulm, Baden-Württemberg",de,,https://www.adzuna.de/land/ad/5755545682?se=jo_Oorts8RGMh_173Qd3yQ&utm_medium=api&utm_source=76293b30&v=812CCFB64AC5C99AD463B6F2D9EEF0619F25EFFC,cloud_security,0.0,,DevSecOps,,,,unknown,unknown,403
adzuna,Lead DevSecOps Engineer (m/w/d),BWI GmbH,"Bonn, Nordrhein-Westfalen",de,,https://www.adzuna.de/land/ad/5768900416?se=jo_Oorts8RGMh_173Qd3yQ&utm_medium=api&utm_source=76293b30&v=9DAA2A4387E9E4901181C5A07F7D2834A3EDE410,ai_engineering,0.0,,DevSecOps,,,,lead,unknown,403
adzuna,LLM Agent Engineer Softwarearchitektur (all genders),EXXETA AG,"München, München (Kreis)",de,,https://www.adzuna.de/land/ad/5726033296?se=DAI4o7ts8RGrKszqFbIEfQ&utm_medium=api&utm_source=76293b30&v=2067DB4A89C64B66606E6FA75F89C83889F8C72A,ai_engineering,0.0,,LLM; AI,,,,unknown,unknown,403
adzuna,AI Engineer - RAG and Agentic AI (m/f/d),Advantest Europe GmbH,"Dagersheim, Böblingen",de,,https://www.adzuna.de/details/5755435590?utm_medium=api&utm_source=76293b30,ai_engineering,0.0,,RAG; AI,,,,lead,accessible,200
adzuna,"(Junior) AI Application Engineer || AI Products LLM & RAG (m/w/d) - Anwendungsentwicklung, Ingenieur",Reply Deutschland SE,"München, München (Kreis)",de,,https://www.adzuna.de/details/5766491812?utm_medium=api&utm_source=76293b30,backend_cloud,0.0,,LLM; RAG; AI,,,,junior,accessible,200
adzuna,(Senior) GenAI Engineer,Bewerbung als,"Frankfurt am Main, Hessen",de,,https://www.adzuna.de/details/5414698973?utm_medium=api&utm_source=76293b30,ai_engineering,0.0,,,,,,senior,accessible,200
adzuna,Senior GenAI Engineer,Hawk,Deutschland,de,,https://www.adzuna.de/details/5709736326?utm_medium=api&utm_source=76293b30,ai_engineering,0.0,,AI,,,,senior,accessible,200
adzuna,Test Automation Engineer (API & Integration) for NATO with security clearance,WLG,"Den Haag, Zuid-Holland",nl,,https://www.adzuna.nl/details/5758852123?utm_medium=api&utm_source=76293b30,backend_cloud,0.0,,Security,,,,lead,accessible,200
adzuna,Solution Architect - 10754415,ITProposal,"Amsterdam, Noord-Holland",nl,,https://www.adzuna.nl/details/5731123993?utm_medium=api&utm_source=76293b30,unknown,0.0,,,,,,lead,accessible,200
adzuna,Platform Engineer,Cegeka,"Zoetermeer, Zuid-Holland",nl,,https://www.adzuna.nl/land/ad/5761278309?se=3BSOprts8RGl0MKcaJBBpg&utm_medium=api&utm_source=76293b30&v=148B8E049E31C3161228F20178A954E7E94DC320,platform_engineering,0.0,,,,,,unknown,unknown,403
adzuna,Outsystems platform engineer,Stedin,"Rotterdam, Zuid-Holland",nl,,https://www.adzuna.nl/land/ad/5765497604?se=3BSOprts8RGl0MKcaJBBpg&utm_medium=api&utm_source=76293b30&v=C0E3BB45FC7FC14034F294350B8F3DCB9E35DE77,platform_engineering,0.0,,,,,,unknown,unknown,403
adzuna,Senior Site Reliability Engineer,Eneco,Nederland,nl,,https://www.adzuna.nl/land/ad/5732345691?se=bpwFp7ts8RGMh_173Qd3yQ&utm_medium=api&utm_source=76293b30&v=DFA05F8B12D15E52CCD224D95583B851CDA035AF,platform_engineering,0.0,,AI,,,,senior,unknown,403
adzuna,Cloud Security Engineer,Driessen Groep,"Helmond, Noord-Brabant",nl,,https://www.adzuna.nl/details/5751588700?utm_medium=api&utm_source=76293b30,cloud_security,0.0,,Security,32040.0,63144.0,,unknown,accessible,200
adzuna,Security Engineer,Bynder,"Rotterdam, Zuid-Holland",nl,,https://www.adzuna.nl/details/5708856700?utm_medium=api&utm_source=76293b30,cloud_security,0.0,,Security; AI,60000.0,68000.0,,unknown,accessible,200
adzuna,DevSecOps Engineer,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,"Den Haag, Zuid-Holland",nl,,https://www.adzuna.nl/land/ad/5768241179?se=MM0-qLts8RGl0MKcaJBBpg&utm_medium=api&utm_source=76293b30&v=EDF609C1ABBFFB36E0A6698B99306BC940348F89,cloud_security,0.0,,DevSecOps,48288.0,73320.0,,unknown,unknown,403
adzuna,DevSecOps Engineer,Fitura,"Utrecht, Provincie Utrecht",nl,,https://www.adzuna.nl/details/5756995338?utm_medium=api&utm_source=76293b30,cloud_security,0.0,,DevSecOps; Security,,,,unknown,accessible,200
adzuna,Dutch Senior Prompt Engineer: LLM Migration & Optimization,Welo Data,Nederland,nl,,https://www.adzuna.nl/details/5674971896?utm_medium=api&utm_source=76293b30,ai_engineering,0.0,,LLM,,,,senior,accessible,200
adzuna,"AI & Technology Specialist, I",Organon,Nederland,nl,,https://www.adzuna.nl/details/5753870506?utm_medium=api&utm_source=76293b30,unknown,0.0,,AI,,,,lead,accessible,200
adzuna,Senior Applied AI Solutions Architect - Process Intelligence,Celonis,Nederland,nl,,https://www.adzuna.nl/details/5764890973?utm_medium=api&utm_source=76293b30,unknown,0.0,,AI,,,,senior,accessible,200
adzuna,AI | Genai Engineer | Amsterdam | Consultancy | 100k,WKL Consultancy,Nederland,nl,,https://www.adzuna.nl/details/5757856568?utm_medium=api&utm_source=76293b30,ai_engineering,0.0,,AI,,,,lead,accessible,200
adzuna,GenAI Platform Engineer,Bright Professionals,"Rotterdam, Zuid-Holland",nl,,https://www.adzuna.nl/details/5766406630?utm_medium=api&utm_source=76293b30,platform_engineering,0.0,,CI/CD; AI,,,,unknown,accessible,200
arbeitnow,Senior Product Manager – Connectivity (all genders),GIATA GmbH,Berlin,,,https://www.arbeitnow.com/jobs/companies/giata-gmbh/senior-product-manager-connectivity-all-genders-berlin-66889,data_engineering,0.0,,,,,,manager,accessible,200
arbeitnow,Product Manager Banking & Financial Services (m/w/d),Framewoorks,Hamburg,,,https://www.arbeitnow.com/jobs/companies/framewoorks/product-manager-banking-financial-services-hamburg-106469,backend_cloud,0.0,,AI,,,,manager,accessible,200
arbeitnow,Senior Cloud Engineer / Platform Engineer (m/w/d),SelectLine Group,Magdeburg,,remote,https://www.arbeitnow.com/jobs/companies/selectline-group/senior-cloud-engineer-platform-engineer-magdeburg-463616,platform_engineering,0.0,,Terraform; Security; Observability,,,,senior,accessible,200
arbeitnow,Principal Game Programmer (f/m/x),DECK 13 Interactive GmbH,Frankfurt am Main,,remote,https://www.arbeitnow.com/jobs/companies/deck-13-interactive-gmbh/principal-game-programmer-frankfurt-am-main-303768,unknown,0.0,,AI,,,,principal,accessible,200
arbeitnow,Product Scout (m/w/d),ANGEHEUERT GmbH Personalberatung,Nuremberg,,remote,https://www.arbeitnow.com/jobs/companies/angeheuert-gmbh-personalberatung/product-scout-nuremberg-287421,cloud_security,0.0,,Security; AI,,,,manager,accessible,200
arbeitnow,Senior IT Infrastructure Engineer (m/w/d) Datacenter,hubside - Die Recruitingwerkstatt,Munich,,,https://www.arbeitnow.com/jobs/companies/hubside-die-recruitingwerkstatt/senior-it-infrastructure-engineer-datacenter-munich-281763,cloud_security,0.0,,Security,,,,senior,accessible,200
arbeitnow,SEO Senior Manager/ Lead (m/f/x),rebuy,Berlin,,,https://www.arbeitnow.com/jobs/companies/rebuy/seo-senior-manager-lead-berlin-258510,ai_engineering,0.0,,LLM; Observability; AI,,,,manager,accessible,200
arbeitnow,System Engineer Requirements & Systemarchitektur (m/w/d),MY Humancapital GmbH,Munich,,,https://www.arbeitnow.com/jobs/companies/my-humancapital-gmbh/system-engineer-requirements-systemarchitektur-munich-486030,platform_engineering,0.0,,,,,,unknown,accessible,200
arbeitnow,Support Engineer / Digital Operations Support,Riffbird Gmbh,Bad Mergentheim,,,https://www.arbeitnow.com/jobs/companies/riffbird-gmbh/support-engineer-digital-operations-support-bad-mergentheim-92620,platform_engineering,0.0,,,,,,senior,accessible,200
arbeitnow,"Junior Technischer Projektmanager Software, 100% Homeoffice (m/w/d)",dexter health,Cologne,,remote,https://www.arbeitnow.com/jobs/companies/dexter-health/junior-technischer-projektmanager-software-100-homeoffice-cologne-420969,backend_cloud,0.0,,,,,,manager,accessible,200
arbeitnow,"Technical Support Specialist Software, 100% Remote (m/w/d)",dexter health,Cologne,,remote,https://www.arbeitnow.com/jobs/companies/dexter-health/technical-support-specialist-software-100-remote-cologne-41339,backend_cloud,0.0,,,,,,unknown,accessible,200
arbeitnow,"Junior Application Support Specialist Software, 100% Homeoffice (m/w/d)",dexter health,Cologne,,remote,https://www.arbeitnow.com/jobs/companies/dexter-health/junior-application-support-specialist-software-100-homeoffice-cologne-220699,backend_cloud,0.0,,,,,,junior,accessible,200
arbeitnow,Hardware Entwickler Digital (m/w/d),citema systems GmbH,Berlin,,,https://www.arbeitnow.com/jobs/companies/citema-systems-gmbh/hardware-entwickler-digital-berlin-15622,platform_engineering,0.0,,Security,,,,unknown,accessible,200
